id,tweet_date,screen_name,follower
17174,2014-04-29 07:38:33 -0500,E_Odi,GillFishh1
17174,2014-04-29 07:38:33 -0500,E_Odi,derekparola8
17174,2014-04-29 07:38:33 -0500,E_Odi,AlexisBooty
17174,2014-04-29 07:38:33 -0500,E_Odi,DannyVHH
17174,2014-04-29 07:38:33 -0500,E_Odi,CodyLittle17
17174,2014-04-29 07:38:33 -0500,E_Odi,laurencorsox
17174,2014-04-29 07:38:33 -0500,E_Odi,confidentSHY91
17174,2014-04-29 07:38:33 -0500,E_Odi,hyldaaa
17174,2014-04-29 07:38:33 -0500,E_Odi,typac95
17174,2014-04-29 07:38:33 -0500,E_Odi,OB33_Sean
17174,2014-04-29 07:38:33 -0500,E_Odi,StateStSports
17174,2014-04-29 07:38:33 -0500,E_Odi,jennysuaste
17174,2014-04-29 07:38:33 -0500,E_Odi,DaniEsho
17174,2014-04-29 07:38:33 -0500,E_Odi,arbellaxo
17174,2014-04-29 07:38:33 -0500,E_Odi,Urhaiii
17174,2014-04-29 07:38:33 -0500,E_Odi,irginaxo2sn
17174,2014-04-29 07:38:33 -0500,E_Odi,annAeshO
17174,2014-04-29 07:38:33 -0500,E_Odi,Arsenal
17174,2014-04-29 07:38:33 -0500,E_Odi,ChiBullsFans1
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,BeatsRadiodotca
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,RavePixx
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,kittykate0712
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,claudiakrok
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,camilo4000
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,djrye
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,GreenGoblinHD
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,BasicVibe
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,kiniahuzior
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,ResuscitateLive
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,TwoDirtyRec
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,TheWolfofWaIlSt
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,miqui941
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,Talk_NBA_
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,thotfulziall
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,saberfisher
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,realGmob360
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,raantastic_19
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,IHeartJbsXo
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,rizzzzzi
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,IllinoisProblem
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,EDMrocket
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,theftism
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,Vaesty
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,Fly_Touch
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,eSports_DroppeD
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,sammibabez5
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,M16_MoJo
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,MLG_Cory1010
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,Kiniaa26
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,Teartournaments
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,TheFamousGifted
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,UponNation
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,svckerface
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,honoratkka
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,thaddaeus209
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,buczaks23
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,Refuzes
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,XboxThoughts
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,WiLDApathy
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,sarinaaababyyy
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,dis0beyy
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,mvhniqqaa
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,JoshMayhemKid
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,cute_fvcker
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,gasior_natalie
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,kitkattthy
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,khalillmordican
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,ChicagoCarMeets
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,lagafabrisa149
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,rileysmith732
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,bitch51361127
17173,2014-04-29 06:38:39 -0500,Matt__Kruzel,kuba2218
